before;after;;;
sihhhh;sih;;;
sii;sih;;;
siih;sih;;;
siihh;sih;;;
siihhh;sih;;;
siii;sih;;;
siiih;sih;;;
siiihh;sih;;;
siiihhh;sih;;;
siiiiiiippppppppp;sip;;;
siip;sip;;;
siipp;sip;;;
siippp;sip;;;
"sikap\\""""";sikap sikap;;;
silahkan;silakan;;;
silahkn;silakan;;;
silauuu;silau;;;
silsturahmi;silaturahmi;;;
simpen;simpan;;;
sinet;sinetron;;;
sintron;sinetron;;;
sipiit;sipit;;;
sipp;sip;;;
siriik;sirik;;;
sirikk;sirik;;;
sisain;menyisakan;;;
sista2;sista sista;;;
sitayngin;ditayangkan;;;
siwon;si won;;;
sj;saja;;;
sja;saja;;;
sjapa;siapa;;;
sjk;sejak;;;
sjk;song joong ki;;;
ska;suka;;;
skali;sekali;;;
skali2;sekali kali;;;
skaligus;sekaligus;;;
skalii;sekali;;;
skarang;sekarang;;;
skedar;hanya;;;
skg;sekarang;;;
skincare;skin care;;;
skinker;skin care;;;
skit;sakit;;;
skitar;sekitar;;;
sklh;sekolah;;;
skli;sekali;;;
sklinyaa;sekalinya;;;
skluarga;sekeluarga;;;
skolah;sekolah;;;
skr;sekarang;;;
skrang;sekarang;;;
skrg;sekarang;;;
skrgg;sekarang;;;
skrng;sekarang;;;
skrngnya;sekarangnya;;;
skt;sakit;;;
sktika;seketika;;;
sktlrang;sekarang;;;
skz;stray kids;;;
slah;salah;;;
slahkan;salahkan;;;
s'lalu;selalu;;;
slaluuuuu;selalu;;;
slam;salam;;;
slama;selama;;;
slamat;selamat;;;
slamat;selamat;;;
slamet;selamat;;;
slamt;selamat;;;
sleepcall;sleep call;;;
slh;salah;;;
slhkan;salahkan;;;
sling;saling;;;
sll;selalu;;;
sllu;selalu;;;
slm;salam;;;
slmat;selamat;;;
slmnya;salamnya;;;
slmt;selamat;;;
slmttt;selamat;;;
slw;selow;;;
sm;sama;;;
sm2;sama sama;;;
sma;sama;;;
sma2;sama sama;;;
smakin;kian;;;
smangat;semangat;;;
smbil;sambil;;;
smentara;sementara;;;
smg;semoga;;;
smga;semoga;;;
smgaa;semoga;;;
smkin;kian;;;
smnagatin;menyemangati;;;
smngat;semangat;;;
smnjak;semenjak;;;
smnjak;semenjak;;;
smog;semoga;;;
smoga;semoga;;;
smogaaa;semoga;;;
smp;sampai;;;
smpai;sampai;;;
smpe;sampai;;;
smpet;sempat;;;
smpt;sempat;;;
smrg;semarang;;;
smster;semester;;;
smua;semua;;;
smuaaa;semua;;;
smulla;semula;;;
smvk;sempak;;;
smw;semua;;;
sna;sana;;;
snapgram;instagram story;;;
sndiri;sendiri;;;
sndr;sendiri;;;
sndri;sendiri;;;
sneng;senang;;;
sngaja;sengaja;;;
sngt;sangat;;;
so;sok;;;
soalnyaa;soalnya;;;
soalx;soalnya;;;
soal'y;soalnya;;;
soga;moga;;;
sohee;so hee;;;
sok2;sok sok;;;
sok2an;sok sokan;;;
sok2an;sok sokan;;;
sokk;sok;;;
soldout;sold out;;;
songjoongki;song joong ki;;;
songkang;song kang;;;
soohyun;soo hyun;;;
soong;song;;;
sori;sorry;;;
sotoy;sok tahu;;;
sp;sapa;;;
sp;siapa;;;
sperti;seperti;;;
spertinya;sepertinya;;;
spoilernya;spoiler nya;;;
sprt;seperti;;;
sprti;seperti;;;
spt;seperti;;;
spti;seperti;;;
spy;supaya;;;
srius;serius;;;
srng;sering;;;
srpti;seperti;;;
srruu;seru;;;
srta;serta;;;
ssorg;seseorang;;;
sstu;sesuatu;;;
staf2nya;staf stafnya;;;
stagahhhh;astaga;;;
statusx;statusnya;;;
steess;stres;;;
stelah;setelah;;;
stiap;setiap;;;
stidaknya;setidaknya;;;
stimpal;setimpal;;;
stju;setuju;;;
stlh;setelah;;;
stp;setiap;;;
stress;stres;;;
sttus;status;;;
stu;satu;;;
stuju;setuju;;;
suamiii;suami;;;
suamiiiii;suami;;;
suamiku;suami saya;;;
suaminga;suaminya;;;
suaminy;suaminya;;;
suami'y;suaminya;;;
suaranyaa;suaranya;;;
suaranyaaaaaa;suaranya;;;
suaraynyaa;suaranya;;;
suarranya;suaranya;;;
subahanallah;subhanallah;;;
subhanallahhh;subhanallah;;;
subhanalloh;subhanallah;;;
subhannallah;subhanallah;;;
subhnallah;subhanallah;;;
suces;sukses;;;
sucses;sukses;;;
sud;sudah;;;
suda;sudah;;;
sudab;sudah;;;
sudahh;sudah;;;
sudh;sudah;;;
suerrr;suer;;;
suipit;sipit;;;
suk;suka;;;
suka.a;sukanya;;;
suka2;suka suka;;;
sukaa;suka;;;
sukaaa;suka;;;
sukaaaa;suka;;;
sukaaaaaa;suka;;;
sukaaak;suka;;;
sukak;suka;;;
sukakkk;suka;;;
sukam;suka;;;
sukkaa;suka;;;
suko;suka;;;
sukse;sukses;;;
suksea;sukses;;;
suksess;sukses;;;
suksess;sukses;;;
sukur2;sukur sukur;;;
sumai;suami;;;
sumpahh;sumpah;;;
sumpeh;sumpah;;;
sumph;sumpah;;;
sumvahh;sumpah;;;
sunah2;sunah sunah;;;
sunggu;sungguh;;;
sungguh2;sungguh sungguh;;;
supeer;super;;;
surgaa;surga;;;
suru;suruh;;;
sweger;segar;;;
swmntara;sementara;;;
sy;saya;;;
sya;saya;;;
syaangny;sayangnya;;;
syang;sayang;;;
syantiek;cantik;;;
syantiiiiikkkkkkkkkkkk;cantik;;;
syantik;cantik;;;
syediih;sedih;;;
syediiihhh;sedih;;;
syekaliii;sekali;;;
syg;sayang;;;
sygkuu;sayang saya;;;
"syirik\\""""";syirik syirik;;;
syng;sayang;;;
syngnya;sayangnya;;;
synk;sayang;;;
syp;siapa;;;
sypa;siapa;;;
syratnya;syaratnya;;;
syukaaakkk;suka;;;
t4;tempat;;;
ta;kah;;;
taek;tahi;;;
taekk;tahi;;;
taekk;tahi;;;
tah;teh;;;
tahannn;tahan;;;
"tahun\\""""";tahun tahun;;;
tahun2;tahun tahun;;;
tai;tahi;;;
taiiii;tahi;;;
taik;tahi;;;
tajir;kaya;;;
tak;tidak;;;
takuttt;takut;;;
takuuuuut;takut;;;
tambahh;tambah;;;
tambahim;tambahkan;;;
tambh;tambah;;;
tampialannya;tampilannya;;;
tamvann;tampan;;;
tanda2nya;tanda tandanya;;;
tanggung2;tanggung tanggung;;;
tangkep;tangkap;;;
tant;tante;;;
"tante\\""""";tante tante;;;
tante2;tante tante;;;
tantee;tante;;;
tanteny;tantenya;;;
tanya2;tanya tanya;;;
tanyain;tanyakan;;;
tanyang;tayang;;;
taon;tahun;;;
taon;tahun;;;
tap8;tapi;;;
tapii;tapi;;;
tapo;tapi;;;
tappi;tapi;;;
tar;entar;;;
tau;tahu;;;
tau2;tahu tahu;;;
taukan;tahukan;;;
taulah;tahulah;;;
taun;tahun;;;
taunya;tahunya;;;
tauu;tahu;;;
tauuu;tahu;;;
tauuuu;tahu;;;
tauuuuu;tahu;;;
taux;tahunya;;;
taw;tahu;;;
tay;tahi;;;
tayik;tahi;;;
taz;atas;;;
tbtb;tiba tiba;;;
tbuh;tubuh;;;
td;tadi;;;
tdak;tidak;;;
tdi;tadi;;;
tdk;tidak;;;
tdnya;tadinya;;;
tdr;tidur;;;
tdung;tudung;;;
tdur;tidur;;;
teasernya;teaser nya;;;
tebakanku;tebakan saya;;;
tebel;tebal;;;
tebir;ribet;;;
"tebir\\""""";ribet ribet;;;
tegaar;tegar;;;
teguran2;teguran teguran;;;
tehh;teh;;;
tehhh;teh;;;
tehhhh;teh;;;
tekejut;terkejut;;;
teko;datang;;;
telaatt;telat;;;
telefisi;televisi;;;
telimakacih;terima kasih;;;
"teman\\""ny""";teman temannya;;;
teman2;teman teman;;;
tembe;baru;;;
tembemmm;tembem;;;
tembokk;tembok;;;
temen;teman;;;
temen temen;teman teman;;;
"temen\\""""";teman teman;;;
temen2;teman teman;;;
temenan;berteman;;;
temenku;temanku;;;
temenkuuh;temanku;;;
temenn;teman;;;
temennya;temannya;;;
tempat2;tempat tempat;;;
tempt;tempat;;;
tenan;benar;;;
tengah2;tengah tengah;;;
tengaj;tengah;;;
tenggah;tengah;;;
tenny;tenang;;;
tentanh;tentang;;;
terangkhn;terangkan;;;
terbaeeeek;terbaik;;;
terbaeq;terbaik;;;
terbaiiikkkkk;terbaik;;;
terbaikkk;terbaik;;;
terburu2;terburu buru;;;
tercintah;tercinta;;;
terdebest;ter the best;;;
terhaaru;terharu;;;
terharuuu;terharu;;;
terharuuuu;terharu;;;
terimaksih;terima kasih;;;
teringt;teringat;;;
terjongki;ter joong ki;;;
terjrumus;terjerumus;;;
terkenall;terkenal;;;
termiribkan;termiripkan;;;
termuraaahhhh;termurah;;;
termurahhh;termurah;;;
termurahhhh;termurah;;;
ternodain;ternodai;;;
ternyataa;ternyata;;;
ternyataaaaa;ternyata;;;
ternyta;ternyata;;;
terobat;terobati;;;
terong2an;terong terongan;;;
terossss;terus;;;
terrrrbaik;terbaik;;;
teru;terus;;;
"terus\\""an""";terus terusan;;;
terus2an;terus terusan;;;
teruss;terus;;;
terusss;terus;;;
teruuss;terus;;;
teruz;terus;;;
teruzzz;terus;;;
testi;testimoni;;;
testinya;testimoninya;;;
tetaplaah;tetaplah;;;
tetapppp;tetap;;;
tetehh;teteh;;;
tetep;tetap;;;
tetiba;tiba tiba;;;
tetp;tetap;;;
teyuss;terus;;;
tf;transfer;;;
tgk;tengok;;;
tgl;tanggal;;;
th;tahun;;;
th2;tahun tahun;;;
than;tahan;;;
thdp;terhadap;;;
therchakitty;tersakiti;;;
there;di sana;;;
thinking;berpikir;;;
thn;tahun;;;
thnan;tahunan;;;
tht;itu;;;
thu;tuh;;;
thu;itu;;;
thun;tahun;;;
thx;thank you;;;
tiba2;tiba tiba;;;
tibatiba;tiba tiba;;;
tida;tidak;;;
tidakkkk;tidak;;;
tiga2nya;tiga tiganya;;;
tikung2;tikung tikung;;;
tingal;tinggal;;;
tinggalin;tinggalkan;;;
tinggalkn;tinggalkan;;;
tinggall;tinggal;;;
tinggl;tinggal;;;
tipe2;tipe tipe;;;
tips2;tips tips;;;
tipu2nya;tipu tipunya;;;
tium;cium;;;
tk;tak;;;
tkut;takut;;;
tlg;tolong;;;
tlg;tolong;;;
tlog;tolong;;;
tlp;telepon;;;
tlp;telepon;;;
tlsn;tulisan;;;
tlvn;telepon;;;
tman;teman;;;
tmbah;tambah;;;
tmbah;tambah;;;
tmbh;tambah;;;
tmbm;tembam;;;
tmen;teman;;;
tmen;teman;;;
tmn;teman;;;
tmn2;teman teman;;;
tmn2nya;teman temannya;;;
tmpt;tempat;;;
tnang;tenang;;;
tnang;tenang;;;
tnggl;tanggal;;;
tnggu;tunggu;;;
tngh;tengah;;;
tnp;tanpa;;;
tnpa;tanpa;;;
tnpa;tanpa;;;
tntg;tentang;;;
tntg;tentang;;;
tntram;tentram;;;
tnya;tanya;;;
tnya;tanya;;;
to;tapi;;;
tohh;toh;;;
tohh;toh;;;
tokayyy;tahi;;;
toketnya;teteknya;;;
tolernsi;toleransi;;;
tolonk;tolong;;;
toloollll;tolol;;;
tongolin;menongol;;;
tot;entot;;;
totaaaal;total;;;
tp;tapi;;;
tpi;tapi;;;
tpii;tapi;;;
tpy;tapi;;;
trasa;terasa;;;
trasa;terasa;;;
trbaik;terbaik;;;
trbaikk;terbaik;;;
trbukti;terbukti;;;
trbukti;terbukti;;;
trendingnyaa;trending nya;;;
tresure;treasure;;;
trganggu;terganggu;;;
trhtung;terhitung;;;
trima;terima;;;
trims;terima kasih;;;
trjadi;terjadi;;;
trjd;terjadi;;;
trknal;terkenal;;;
trkrim;terkirim;;;
trlalu;terlalu;;;
trlihat;terlihat;;;
trll;terlalu;;;
trll;terlalu;;;
trmanis;termanis;;;
trmasuk;termasuk;;;
trmsuk;termasuk;;;
trnyata;ternyata;;;
troma;trauma;;;
trpsah;terpisah;;;
trrharu;terharu;;;
trs;terus;;;
trsa;terasa;;;
trserah;terserah;;;
trserh;terserah;;;
trsr;treasure;;;
trsrh;terserah;;;
trss;terus;;;
trun;turun;;;
trus;terus;;;
trusan.a;terusannya;;;
trusss;terus;;;
trussss;terus;;;
trutama;terutama;;;
tsb;tersebut;;;
tt;tiktok;;;
ttap;tetap;;;
ttap;tetap;;;
ttapi;tapi;;;
tteh;teteh;;;
ttep;tetap;;;
ttg;tentang;;;
tth;teteh;;;
ttinggi;tinggi;;;
ttp;tetap;;;
tu;itu;;;
tua2;tua tua;;;
tuany;tuanya;;;
tuch;itu;;;
tuh;itu;;;
tuhanny;tuhannya;;;
tuhh;itu;;;
tuhh;itu;;;
tuhhh;itu;;;
tuhkaaaaaannnn;itu kan;;;
tuhkaaan;itu kan;;;
tuhkan;itu kan;;;
tuj;itu;;;
tuk;untuk;;;
tukan;tukang;;;
tullus;tulus;;;
tumpe2;tumpah tumpah;;;
tunggu2;tunggu tunggu;;;
tungguin;menunggu;;;
tunjukan;tunjukkan;;;
tunjukin;tunjukkan;;;
tutorialx;tutorialnya;;;
tutupin;menutupi;;;
tuu;tuh;;;
tuu;itu;;;
tuuh;tuh;;;
tuuu;itu;;;
tuuuuh;tuh;;;
tuwanya;tuanya;;;
tuwek;tua;;;
tv;televisi;;;
tw;tau;;;
tw;trigger warning;;;
twt;twitter;;;
tx;tak;;;
u;untuk;;;
u;lu;;;
uaaasssiiiik;asik;;;
ubur2;ubur ubur;;;
ubur2;ubur ubur;;;
ucapin;mengucapkan;;;
ucul;lucu;;;
ucull;lucu;;;
ucullllll;lucu;;;
ud;sudah;;;
uda;sudah;;;
udah;sudah;;;
udah2;sudah sudah;;;
udahh;sudah;;;
udahlah;sudahlah;;;
udeh;sudah;;;
udehh;sudah;;;
udh;sudah;;;
uga;juga;;;
ugaaa;juga;;;
ugha;juga;;;
ugha;juga;;;
ughaa;juga;;;
uhh;uh;;;
uhhh;uh;;;
uih;uh;;;
uitnya;duitnya;;;
ujan;hujan;;;
ujg;ujung;;;
ujung2;ujung ujung;;;
ujunggg;ujung;;;
ulan;ulang;;;
ultah;ulang tahun;;;
ultahe;ultahnya;;;
ultha;ultah;;;
undangan2;undangan undangan;;;
ungkapin;ungkapkan;;;
ungkit2;ungkit ungkit;;;
univ;universitas;;;
untk;untuk;;;
untk;untuk;;;
untk;untuk;;;
unyu2;unyu unyu;;;
unyuu;unyu;;;
unyuu;unyu;;;
unyuuk;unyu;;;
uppa;kakak;;;
urat2nya;urat uratnya;;;
ursan;urusan;;;
urusanny;urusannya;;;
urusin;mengurusi;;;
urusin;urus;;;
urusn;urusan;;;
usa;usah;;;
usahh;usah;;;
usahh;usah;;;
ush;usah;;;
ustzah;ustazah;;;
utk;untuk;;;
utkmu;untukmu;;;
uuh;uh;;;
uuhh;uh;;;
uuhhh;uh;;;
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk;apik;;;
uwahhhhh;wah;;;
uwakk;uwak;;;
uwee;saya;;;
uwowwww;wow;;;
uwuwuwuwuwuwwu;lucu;;;
uztad;ustad;;;
vc;video call;;;
vcall;video call an;;;
vcallan;video call an;;;
vcan;video call an;;;
vicall;video call;;;
vicenzo;vincenzo;;;
vid;video;;;
vidcall;video call;;;
vidcallan;video call an;;;
vlogger;video blogger;;;
w;saya;;;
wa;whatsapp;;;
waaa;wah;;;
waaaaak;kawan;;;
waaaaw;wow;;;
waaahhh;wah;;;
waaak;kawan;;;
waaaww;wow;;;
waaawwww;wow;;;
waah;wah;;;
wadaaw;waduh;;;
wadauu;waduh;;;
wado;waduh;;;
waduhh;waduh;;;
waduhhh;waduh;;;
waduuuuh;waduh;;;
wahh;wah;;;
wahhh;wah;;;
wahhhh;wah;;;
wahhhhhh;wah;;;
waiiit;wait;;;
waiiitttt;wait;;;
wajarrr;wajar;;;
wajiiib;wajib;;;
wak;kawan;;;
waktunyaaa;waktunya;;;
walik;balik;;;
wanginyaa;wanginya;;;
wanitah;wanita;;;
wanjayyyyy;wah anjir;;;
wanjerrr;anjir;;;
wanjiir;anjir;;;
wao;wow;;;
waoohhh;wah;;;
warbiyasah;luar biasa;;;
warbyasah;luar biasa;;;
warkop;warung kopi;;;
warnaaa;warna;;;
warnany;warnanya;;;
wasnt;was not;;;
wat;buat;;;
waw;wow;;;
waw;wow;;;
waww;wow;;;
wawwww;wow;;;
wawwwww;wow;;;
wdooohhh;waduh;;;
weeeh;wih;;;
weeiii;hey;;;
week;wig;;;
weh;woy;;;
wehhh;weh;;;
wehhhh;woy;;;
wenak;enak;;;
wenakk;enak;;;
wew;wow;;;
wewww;wow;;;
whiteningnya;whitening nya;;;
whittening;whitening;;;
whoahhh;wah;;;
why;kenapa;;;
wididii;waduh;;;
widihh;waduh;;;
widiiiiii;waduh;;;
wih;wah;;;
wihh;wih;;;
wihhh;wih;;;
wihhhhhh;wih;;;
wii;wah;;;
wiih;wih;;;
wiiiihhhh;wih;;;
wiiiihhhhhhhhh;wih;;;
wik;wig;;;
wingi;kemarin;;;
wjh;wajah;;;
wk;waktu;;;
wkt;waktu;;;
wktu;waktu;;;
wktunya;waktunya;;;
wkwk;tertawa;;;
wkwkk;tertawa;;;
wkwkkw;tertawa;;;
wkwkw;tertawa;;;
wkwkwk;tertawa;;;
wkwkwkkw;tertawa;;;
wkwkwkwk;tertawa;;;
wkwkwkwkw;tertawa;;;
wkwkwkwkwkkw;tertawa;;;
wkwkwkwkwkwkwk;tertawa;;;
wkwkwkwkwkwwkwkwkwkwkwwk;tertawa;;;
wkwkwkwwkwk;tertawa;;;
wlau;walau;;;
wlaupun;walaupun;;;
wlawpun;walaupun;;;
wlo;walau;;;
wlwpun;walaupun;;;
woaa;wah;;;
woe;woy;;;
woeelah;woy lah;;;
woey;woy;;;
woi;woy;;;
woii;woy;;;
woilahhhh;woy lah;;;
wois;woy;;;
woles;selow;;;
wong;orang;;;
wong2;wong wong;;;
wooohooo;woohoo;;;
woooiiiii;woy;;;
woooiiiiiiii;woy;;;
wooooooooow;wow;;;
wooow;wow;;;
wooowww;wow;;;
woooyy;woy;;;
woow;wow;;;
woowwww;wow;;;
wota2;wota wota;;;
wouww;wow;;;
wowoooww;wow;;;
wowowowow;wow;;;
woww;wow;;;
wowww;wow;;;
wowwww;wow;;;
wowwwww;wow;;;
woyy;woy;;;
woyylah;woy lah;;;
woyyy;woy;;;
wrn;warna;;;
wrong;salah;;;
wuastagah;astaga;;;
x;kali;;;
xlian;kalian;;;
y;saya;;;
y;ya;;;
y;nya;;;
yaa;ya;;;
yaaa;ya;;;
yaaaa;ya;;;
yaaaaaa;ya;;;
yaaah;ya;;;
yaaampunnn;ya ampun;;;
yaaang;yang;;;
yaah;ya;;;
yaahh;ya;;;
yaahhh;ya;;;
yaak;ya;;;
yaak;ya;;;
yaakk;ya;;;
yaakkk;ya;;;
yaallah;ya tuhan;;;
yaampun;ya ampun;;;
yaampur;ya ampun;;;
yaampuuuunnnn;ya ampun;;;
yaang;yang;;;
yach;ya;;;
yachhh;ya;;;
yaelah;ya elah;;;
yaelahhh;alah;;;
yagitudeh;ya begitu deh;;;
yah;ya;;;
yahbh;ya;;;
yahh;ya;;;
yahhh;ya;;;
yahhhh;ya;;;
yaiyalahhh;ya iyalah;;;
yak;ya;;;
yakaliiiii;yakali;;;
yakan;iya bukan;;;
yakinn;yakin;;;
yakk;ya;;;
yakk;ya;;;
yallah;ya tuhan;;;
yalloh;ya tuhan;;;
yam;ya;;;
yanb;yang;;;
yanckh;yang;;;
yangyang;yang yang;;;
yank;sayang;;;
yankkk;sayang;;;
yaoloh;ya tuhan;;;
yaolohh;ya tuhan;;;
yap;ya;;;
yapp;ya;;;
yappp;ya;;;
yatuhan;ya tuhan;;;
yaudah;ya sudah;;;
yaudh;ya sudah;;;
yawlah;ya tuhan;;;
yawloh;ya tuhan;;;
yayang;sayang;;;
yayayaya;ya;;;
ye;ya;;;
yedam;ye dam;;;
yee;ya;;;
yeee;ya;;;
yeeee;ya;;;
yeeee;ya;;;
yekan;ya kan;;;
yeobeen;yeo been;;;
yep;ya;;;
yeuh;ya;;;
yg;yang;;;
ygs;sayang;;;
yh;ya;;;
yha;ya;;;
yhaaa;ya;;;
yk;ya;;;
yng;yang;;;
ynk;sayang;;;
yo;ya;;;
yoiii;yoi;;;
yoiiu;yoi;;;
yok;ayo;;;
yokk;ayo;;;
yokkk;ayo;;;
yoksiii;ini dia;;;
yoo;ayo;;;
yook;ayo;;;
yoooiii;yoi;;;
yoookkkk;ayo;;;
yooow;ya;;;
yq;yang;;;
ysh;ya;;;
yu;ayo;;;
yuh;tuh;;;
yuhuuu;yuhu;;;
yuk;ayo;;;
yukk;ayo;;;
yukkk;ayo;;;
yukkkk;ayo;;;
yuks;ayo;;;
yukss;ayo;;;
yup;ya;;;
yuppss;ya;;;
yuu;ayo;;;
yuuk;ayo;;;
yuukk;ayo;;;
yuuks;ayo;;;
yuuu;ayo;;;
yuuuk;ayo;;;
yuuuuk;ayo;;;
yuuuukkk;ayo;;;
yuwkkk;ayo;;;
yy;ya;;;
yya;ya;;;
yyaaa;ya;;;
yyyy;ya;;;
z;saja;;;
za;saja;;;
zama;zaman;;;
zekali;sekali;;;
zuzur;jujur;;;
